Area,Item,Year,Value,Pesticides,average_rain_fall,avg_temp
Angola,Wheat,1995,1186.5,336.0,1010.0,24.56
Angola,Wheat,1996,1375.8,40.0,1010.0,24.11
Angola,Wheat,1997,1552.9,40.0,1010.0,24.06
Angola,Wheat,1998,1714.3,40.0,1010.0,24.96
Angola,Wheat,1999,1739.1,40.0,1010.0,24.37
Angola,Wheat,2000,1702.5,40.0,1010.0,24.41
Angola,Wheat,2001,1666.7,40.0,1010.0,24.43
Angola,Wheat,2002,1548.5,40.0,1010.0,24.79
Angola,Wheat,2004,1241.2,40.0,1010.0,24.22
Angola,Wheat,2005,1086.0,40.0,1010.0,24.41
Angola,Wheat,2006,1000.0,40.0,1010.0,24.14
Angola,Wheat,2007,1000.0,40.0,1010.0,24.24
Angola,Wheat,2008,1000.0,40.0,1010.0,24.27
Angola,Wheat,2009,1000.0,40.0,1010.0,24.33
Angola,Wheat,2010,1052.6,40.0,1010.0,24.44
Angola,Wheat,2011,1095.9,40.0,1010.0,24.15
Angola,Wheat,2012,1131.7,40.0,1010.0,24.24
Angola,Wheat,2013,999.1,40.0,1010.0,24.55
Argentina,Barley,1990,2193.4,26156.0,591.0,17.46
Argentina,Barley,1990,2193.4,26156.0,591.0,17.67
Argentina,Barley,1991,2455.7,26156.0,591.0,17.64
Argentina,Barley,1991,2455.7,26156.0,591.0,17.86
Argentina,Barley,1992,2550.1,26156.0,591.0,17.09
Argentina,Barley,1992,2550.1,26156.0,591.0,17.51
Argentina,Barley,1993,2310.5,26156.0,591.0,17.32
Argentina,Barley,1993,2310.5,26156.0,591.0,17.53
Argentina,Barley,1994,2309.3,30195.0,591.0,18.17
Argentina,Barley,1994,2309.3,30195.0,591.0,18.31
Argentina,Barley,1995,1770.9,37842.0,591.0,17.74
Argentina,Barley,1995,1770.9,37842.0,591.0,17.62
Argentina,Barley,1996,2147.0,54595.0,591.0,17.64
Argentina,Barley,1996,2147.0,54595.0,591.0,17.97
Argentina,Barley,1997,2866.2,77691.0,591.0,18.29
Argentina,Barley,1997,2866.2,77691.0,591.0,18.54
Argentina,Barley,1998,2537.7,62397.0,591.0,17.23
Argentina,Barley,1998,2537.7,62397.0,591.0,17.52
Argentina,Barley,1999,2272.7,73293.04,591.0,17.15
Argentina,Barley,1999,2272.7,73293.04,591.0,17.71
Argentina,Barley,2000,2915.3,84189.08,591.0,16.98
Argentina,Barley,2000,2915.3,84189.08,591.0,17.66
Argentina,Barley,2001,2150.4,95085.12,591.0,17.71
Argentina,Barley,2001,2150.4,95085.12,591.0,18.42
Argentina,Barley,2002,2192.7,105981.16,591.0,17.58
Argentina,Barley,2002,2192.7,105981.16,591.0,18.07
Argentina,Barley,2004,3249.5,127773.24,591.0,17.67
Argentina,Barley,2004,3249.5,127773.24,591.0,18.11
Argentina,Barley,2005,2989.1,138669.28,591.0,17.32
Argentina,Barley,2005,2989.1,138669.28,591.0,17.83
Argentina,Barley,2006,3757.4,149565.32,591.0,18.1
Argentina,Barley,2006,3757.4,149565.32,591.0,18.35
Argentina,Barley,2007,3541.7,186790.19,591.0,16.71
Argentina,Barley,2007,3541.7,186790.19,591.0,17.14
Argentina,Barley,2008,2950.0,203369.34,591.0,17.71
Argentina,Barley,2008,2950.0,203369.34,591.0,18.39
Argentina,Barley,2009,2697.4,140094.8,591.0,18.16
Argentina,Barley,2009,2697.4,140094.8,591.0,18.09
Argentina,Barley,2010,3971.0,235739.1,591.0,17.33
Argentina,Barley,2010,3971.0,235739.1,591.0,17.84
Argentina,Barley,2011,3643.9,220610.04,591.0,17.58
Argentina,Barley,2011,3643.9,220610.04,591.0,17.93
Argentina,Barley,2012,3044.0,216308.7,591.0,18.18
Argentina,Barley,2012,3044.0,216308.7,591.0,18.43
Argentina,Barley,2013,3910.2,212007.35,591.0,16.45
Argentina,Barley,2013,3910.2,212007.35,591.0,16.88
Argentina,"Chick peas, dry",1990,750.0,26156.0,591.0,17.46
Argentina,"Chick peas, dry",1990,750.0,26156.0,591.0,17.67
Argentina,"Chick peas, dry",1991,1000.0,26156.0,591.0,17.64
Argentina,"Chick peas, dry",1991,1000.0,26156.0,591.0,17.86
Argentina,"Chick peas, dry",1992,1000.0,26156.0,591.0,17.09
Argentina,"Chick peas, dry",1992,1000.0,26156.0,591.0,17.51
Argentina,"Chick peas, dry",1993,950.0,26156.0,591.0,17.32
Argentina,"Chick peas, dry",1993,950.0,26156.0,591.0,17.53
Argentina,"Chick peas, dry",1994,947.4,30195.0,591.0,18.17
Argentina,"Chick peas, dry",1994,947.4,30195.0,591.0,18.31
Argentina,"Chick peas, dry",1995,944.4,37842.0,591.0,17.74
Argentina,"Chick peas, dry",1995,944.4,37842.0,591.0,17.62
Argentina,"Chick peas, dry",1996,941.2,54595.0,591.0,17.64
Argentina,"Chick peas, dry",1996,941.2,54595.0,591.0,17.97
Argentina,"Chick peas, dry",1997,937.5,77691.0,591.0,18.29
Argentina,"Chick peas, dry",1997,937.5,77691.0,591.0,18.54
Argentina,"Chick peas, dry",1998,933.3,62397.0,591.0,17.23
Argentina,"Chick peas, dry",1998,933.3,62397.0,591.0,17.52
Argentina,"Chick peas, dry",1999,928.6,73293.04,591.0,17.15
Argentina,"Chick peas, dry",1999,928.6,73293.04,591.0,17.71
Argentina,"Chick peas, dry",2000,923.1,84189.08,591.0,16.98
Argentina,"Chick peas, dry",2000,923.1,84189.08,591.0,17.66
Argentina,"Chick peas, dry",2001,1000.0,95085.12,591.0,17.71
Argentina,"Chick peas, dry",2001,1000.0,95085.12,591.0,18.42
Argentina,"Chick peas, dry",2002,1000.0,105981.16,591.0,17.58
Argentina,"Chick peas, dry",2002,1000.0,105981.16,591.0,18.07
Argentina,"Chick peas, dry",2004,1000.0,127773.24,591.0,17.67
Argentina,"Chick peas, dry",2004,1000.0,127773.24,591.0,18.11
Argentina,"Chick peas, dry",2005,1000.0,138669.28,591.0,17.32
Argentina,"Chick peas, dry",2005,1000.0,138669.28,591.0,17.83
Argentina,"Chick peas, dry",2006,1000.0,149565.32,591.0,18.1
Argentina,"Chick peas, dry",2006,1000.0,149565.32,591.0,18.35
Argentina,"Chick peas, dry",2007,1000.0,186790.19,591.0,16.71
Argentina,"Chick peas, dry",2007,1000.0,186790.19,591.0,17.14
Argentina,"Chick peas, dry",2008,1000.0,203369.34,591.0,17.71
Argentina,"Chick peas, dry",2008,1000.0,203369.34,591.0,18.39
Argentina,"Chick peas, dry",2009,1000.0,140094.8,591.0,18.16
Argentina,"Chick peas, dry",2009,1000.0,140094.8,591.0,18.09
Argentina,"Chick peas, dry",2010,1114.3,235739.1,591.0,17.33
Argentina,"Chick peas, dry",2010,1114.3,235739.1,591.0,17.84
Argentina,"Chick peas, dry",2011,1901.6,220610.04,591.0,17.58
Argentina,"Chick peas, dry",2011,1901.6,220610.04,591.0,17.93
Argentina,"Chick peas, dry",2012,1900.8,216308.7,591.0,18.18
Argentina,"Chick peas, dry",2012,1900.8,216308.7,591.0,18.43
Argentina,"Chick peas, dry",2013,1898.7,212007.35,591.0,16.45
Argentina,"Chick peas, dry",2013,1898.7,212007.35,591.0,16.88
Argentina,"Lentils, dry",1990,929.4,26156.0,591.0,17.46
Argentina,"Lentils, dry",1990,929.4,26156.0,591.0,17.67
Argentina,"Lentils, dry",1991,955.6,26156.0,591.0,17.64
Argentina,"Lentils, dry",1991,955.6,26156.0,591.0,17.86
Argentina,"Lentils, dry",1992,960.0,26156.0,591.0,17.09
Argentina,"Lentils, dry",1992,960.0,26156.0,591.0,17.51
Argentina,"Lentils, dry",1993,1045.8,26156.0,591.0,17.32
Argentina,"Lentils, dry",1993,1045.8,26156.0,591.0,17.53
Argentina,"Lentils, dry",1994,1860.5,30195.0,591.0,18.17
Argentina,"Lentils, dry",1994,1860.5,30195.0,591.0,18.31
Argentina,"Lentils, dry",1995,1333.3,37842.0,591.0,17.74
Argentina,"Lentils, dry",1995,1333.3,37842.0,591.0,17.62
Argentina,"Lentils, dry",1996,2000.0,54595.0,591.0,17.64
Argentina,"Lentils, dry",1996,2000.0,54595.0,591.0,17.97
Argentina,"Lentils, dry",1997,2000.0,77691.0,591.0,18.29
Argentina,"Lentils, dry",1997,2000.0,77691.0,591.0,18.54
Argentina,"Lentils, dry",1998,2000.0,62397.0,591.0,17.23
Argentina,"Lentils, dry",1998,2000.0,62397.0,591.0,17.52
Argentina,"Lentils, dry",1999,2125.0,73293.04,591.0,17.15
Argentina,"Lentils, dry",1999,2125.0,73293.04,591.0,17.71
Argentina,"Lentils, dry",2000,1816.7,84189.08,591.0,16.98
Argentina,"Lentils, dry",2000,1816.7,84189.08,591.0,17.66
Argentina,"Lentils, dry",2001,600.0,95085.12,591.0,17.71
Argentina,"Lentils, dry",2001,600.0,95085.12,591.0,18.42
Argentina,"Lentils, dry",2002,1500.0,105981.16,591.0,17.58
Argentina,"Lentils, dry",2002,1500.0,105981.16,591.0,18.07
Argentina,"Lentils, dry",2004,1666.7,127773.24,591.0,17.67
Argentina,"Lentils, dry",2004,1666.7,127773.24,591.0,18.11
Argentina,"Lentils, dry",2005,1666.7,138669.28,591.0,17.32
Argentina,"Lentils, dry",2005,1666.7,138669.28,591.0,17.83
Argentina,"Lentils, dry",2006,1343.8,149565.32,591.0,18.1
Argentina,"Lentils, dry",2006,1343.8,149565.32,591.0,18.35
Argentina,"Lentils, dry",2007,1352.9,186790.19,591.0,16.71
Argentina,"Lentils, dry",2007,1352.9,186790.19,591.0,17.14
Argentina,"Lentils, dry",2008,1352.9,203369.34,591.0,17.71
Argentina,"Lentils, dry",2008,1352.9,203369.34,591.0,18.39
Argentina,"Lentils, dry",2009,1409.1,140094.8,591.0,18.16
Argentina,"Lentils, dry",2009,1409.1,140094.8,591.0,18.09
Argentina,"Lentils, dry",2010,1388.9,235739.1,591.0,17.33
Argentina,"Lentils, dry",2010,1388.9,235739.1,591.0,17.84
Argentina,"Lentils, dry",2011,1395.3,220610.04,591.0,17.58
Argentina,"Lentils, dry",2011,1395.3,220610.04,591.0,17.93
Argentina,"Lentils, dry",2012,1393.9,216308.7,591.0,18.18
Argentina,"Lentils, dry",2012,1393.9,216308.7,591.0,18.43
Argentina,"Lentils, dry",2013,1393.4,212007.35,591.0,16.45
Argentina,"Lentils, dry",2013,1393.4,212007.35,591.0,16.88
Argentina,Maize (corn),1990,3460.8,26156.0,591.0,17.46
Argentina,Maize (corn),1990,3460.8,26156.0,591.0,17.67
Argentina,Maize (corn),1991,4044.4,26156.0,591.0,17.64
Argentina,Maize (corn),1991,4044.4,26156.0,591.0,17.86
Argentina,Maize (corn),1992,4523.7,26156.0,591.0,17.09
Argentina,Maize (corn),1992,4523.7,26156.0,591.0,17.51
Argentina,Maize (corn),1993,4355.2,26156.0,591.0,17.32
Argentina,Maize (corn),1993,4355.2,26156.0,591.0,17.53
Argentina,Maize (corn),1994,4237.1,30195.0,591.0,18.17
Argentina,Maize (corn),1994,4237.1,30195.0,591.0,18.31
Argentina,Maize (corn),1995,4522.3,37842.0,591.0,17.74
Argentina,Maize (corn),1995,4522.3,37842.0,591.0,17.62
Argentina,Maize (corn),1996,4039.7,54595.0,591.0,17.64
Argentina,Maize (corn),1996,4039.7,54595.0,591.0,17.97
Argentina,Maize (corn),1997,4555.7,77691.0,591.0,18.29
Argentina,Maize (corn),1997,4555.7,77691.0,591.0,18.54
Argentina,Maize (corn),1998,6078.0,62397.0,591.0,17.23
Argentina,Maize (corn),1998,6078.0,62397.0,591.0,17.52
Argentina,Maize (corn),1999,5370.2,73293.04,591.0,17.15
Argentina,Maize (corn),1999,5370.2,73293.04,591.0,17.71
Argentina,Maize (corn),2000,5432.9,84189.08,591.0,16.98
Argentina,Maize (corn),2000,5432.9,84189.08,591.0,17.66
Argentina,Maize (corn),2001,5455.3,95085.12,591.0,17.71
Argentina,Maize (corn),2001,5455.3,95085.12,591.0,18.42
Argentina,Maize (corn),2002,6079.1,105981.16,591.0,17.58
Argentina,Maize (corn),2002,6079.1,105981.16,591.0,18.07
Argentina,Maize (corn),2004,6393.1,127773.24,591.0,17.67
Argentina,Maize (corn),2004,6393.1,127773.24,591.0,18.11
Argentina,Maize (corn),2005,7358.7,138669.28,591.0,17.32
Argentina,Maize (corn),2005,7358.7,138669.28,591.0,17.83
Argentina,Maize (corn),2006,5903.0,149565.32,591.0,18.1
Argentina,Maize (corn),2006,5903.0,149565.32,591.0,18.35
Argentina,Maize (corn),2007,7665.5,186790.19,591.0,16.71
Argentina,Maize (corn),2007,7665.5,186790.19,591.0,17.14
Argentina,Maize (corn),2008,6452.5,203369.34,591.0,17.71
Argentina,Maize (corn),2008,6452.5,203369.34,591.0,18.39
Argentina,Maize (corn),2009,5576.0,140094.8,591.0,18.16
Argentina,Maize (corn),2009,5576.0,140094.8,591.0,18.09
Argentina,Maize (corn),2010,7804.0,235739.1,591.0,17.33
Argentina,Maize (corn),2010,7804.0,235739.1,591.0,17.84
Argentina,Maize (corn),2011,6350.3,220610.04,591.0,17.58
Argentina,Maize (corn),2011,6350.3,220610.04,591.0,17.93
Argentina,Maize (corn),2012,5734.6,216308.7,591.0,18.18
Argentina,Maize (corn),2012,5734.6,216308.7,591.0,18.43
Argentina,Maize (corn),2013,6603.7,212007.35,591.0,16.45
Argentina,Maize (corn),2013,6603.7,212007.35,591.0,16.88
Argentina,Oats,1990,1540.3,26156.0,591.0,17.46
Argentina,Oats,1990,1540.3,26156.0,591.0,17.67
Argentina,Oats,1991,1540.3,26156.0,591.0,17.64
Argentina,Oats,1991,1540.3,26156.0,591.0,17.86
Argentina,Oats,1992,1337.7,26156.0,591.0,17.09
Argentina,Oats,1992,1337.7,26156.0,591.0,17.51
Argentina,Oats,1993,1614.3,26156.0,591.0,17.32
Argentina,Oats,1993,1614.3,26156.0,591.0,17.53
Argentina,Oats,1994,1438.4,30195.0,591.0,18.17
Argentina,Oats,1994,1438.4,30195.0,591.0,18.31
Argentina,Oats,1995,1379.1,37842.0,591.0,17.74
Argentina,Oats,1995,1379.1,37842.0,591.0,17.62
Argentina,Oats,1996,1217.7,54595.0,591.0,17.64
Argentina,Oats,1996,1217.7,54595.0,591.0,17.97
Argentina,Oats,1997,1255.7,77691.0,591.0,18.29
Argentina,Oats,1997,1255.7,77691.0,591.0,18.54
Argentina,Oats,1998,1768.9,62397.0,591.0,17.23
Argentina,Oats,1998,1768.9,62397.0,591.0,17.52
Argentina,Oats,1999,1595.5,73293.04,591.0,17.15
Argentina,Oats,1999,1595.5,73293.04,591.0,17.71
Argentina,Oats,2000,1643.8,84189.08,591.0,16.98
Argentina,Oats,2000,1643.8,84189.08,591.0,17.66
Argentina,Oats,2001,1919.8,95085.12,591.0,17.71
Argentina,Oats,2001,1919.8,95085.12,591.0,18.42
Argentina,Oats,2002,1833.6,105981.16,591.0,17.58
Argentina,Oats,2002,1833.6,105981.16,591.0,18.07
Argentina,Oats,2004,1503.7,127773.24,591.0,17.67
Argentina,Oats,2004,1503.7,127773.24,591.0,18.11
Argentina,Oats,2005,1840.3,138669.28,591.0,17.32
Argentina,Oats,2005,1840.3,138669.28,591.0,17.83
Argentina,Oats,2006,1530.8,149565.32,591.0,18.1
Argentina,Oats,2006,1530.8,149565.32,591.0,18.35
Argentina,Oats,2007,1760.3,186790.19,591.0,16.71
Argentina,Oats,2007,1760.3,186790.19,591.0,17.14
Argentina,Oats,2008,2106.7,203369.34,591.0,17.71
Argentina,Oats,2008,2106.7,203369.34,591.0,18.39
Argentina,Oats,2009,1371.7,140094.8,591.0,18.16
Argentina,Oats,2009,1371.7,140094.8,591.0,18.09
Argentina,Oats,2010,1305.8,235739.1,591.0,17.33
Argentina,Oats,2010,1305.8,235739.1,591.0,17.84
Argentina,Oats,2011,2320.0,220610.04,591.0,17.58
Argentina,Oats,2011,2320.0,220610.04,591.0,17.93
Argentina,Oats,2012,2115.8,216308.7,591.0,18.18
Argentina,Oats,2012,2115.8,216308.7,591.0,18.43
Argentina,Oats,2013,1905.7,212007.35,591.0,16.45
Argentina,Oats,2013,1905.7,212007.35,591.0,16.88
Argentina,Potatoes,1990,20274.7,26156.0,591.0,17.46
Argentina,Potatoes,1990,20274.7,26156.0,591.0,17.67
Argentina,Potatoes,1991,20569.2,26156.0,591.0,17.64
Argentina,Potatoes,1991,20569.2,26156.0,591.0,17.86
Argentina,Potatoes,1992,19903.9,26156.0,591.0,17.09
Argentina,Potatoes,1992,19903.9,26156.0,591.0,17.51
Argentina,Potatoes,1993,21031.4,26156.0,591.0,17.32
Argentina,Potatoes,1993,21031.4,26156.0,591.0,17.53
Argentina,Potatoes,1994,23016.6,30195.0,591.0,18.17
Argentina,Potatoes,1994,23016.6,30195.0,591.0,18.31
Argentina,Potatoes,1995,27427.2,37842.0,591.0,17.74
Argentina,Potatoes,1995,27427.2,37842.0,591.0,17.62
Argentina,Potatoes,1996,22887.7,54595.0,591.0,17.64
Argentina,Potatoes,1996,22887.7,54595.0,591.0,17.97
Argentina,Potatoes,1997,26850.2,77691.0,591.0,18.29
Argentina,Potatoes,1997,26850.2,77691.0,591.0,18.54
Argentina,Potatoes,1998,29374.4,62397.0,591.0,17.23
Argentina,Potatoes,1998,29374.4,62397.0,591.0,17.52
Argentina,Potatoes,1999,23893.8,73293.04,591.0,17.15
Argentina,Potatoes,1999,23893.8,73293.04,591.0,17.71
Argentina,Potatoes,2000,27756.6,84189.08,591.0,16.98
Argentina,Potatoes,2000,27756.6,84189.08,591.0,17.66
Argentina,Potatoes,2001,28376.8,95085.12,591.0,17.71
Argentina,Potatoes,2001,28376.8,95085.12,591.0,18.42
Argentina,Potatoes,2002,25134.7,105981.16,591.0,17.58
Argentina,Potatoes,2002,25134.7,105981.16,591.0,18.07
Argentina,Potatoes,2004,28871.7,127773.24,591.0,17.67
Argentina,Potatoes,2004,28871.7,127773.24,591.0,18.11
Argentina,Potatoes,2005,28391.7,138669.28,591.0,17.32
Argentina,Potatoes,2005,28391.7,138669.28,591.0,17.83
Argentina,Potatoes,2006,28582.8,149565.32,591.0,18.1
Argentina,Potatoes,2006,28582.8,149565.32,591.0,18.35
Argentina,Potatoes,2007,28676.5,186790.19,591.0,16.71
Argentina,Potatoes,2007,28676.5,186790.19,591.0,17.14
Argentina,Potatoes,2008,27941.2,203369.34,591.0,17.71
Argentina,Potatoes,2008,27941.2,203369.34,591.0,18.39
Argentina,Potatoes,2009,29332.6,140094.8,591.0,18.16
Argentina,Potatoes,2009,29332.6,140094.8,591.0,18.09
Argentina,Potatoes,2010,29620.3,235739.1,591.0,17.33
Argentina,Potatoes,2010,29620.3,235739.1,591.0,17.84
Argentina,Potatoes,2011,29864.9,220610.04,591.0,17.58
Argentina,Potatoes,2011,29864.9,220610.04,591.0,17.93
Argentina,Potatoes,2012,30396.7,216308.7,591.0,18.18
Argentina,Potatoes,2012,30396.7,216308.7,591.0,18.43
Argentina,Potatoes,2013,30735.7,212007.35,591.0,16.45
Argentina,Potatoes,2013,30735.7,212007.35,591.0,16.88
Argentina,Rice,1990,3670.9,26156.0,591.0,17.46
Argentina,Rice,1990,3670.9,26156.0,591.0,17.67
Argentina,Rice,1991,4029.4,26156.0,591.0,17.64
Argentina,Rice,1991,4029.4,26156.0,591.0,17.86
Argentina,Rice,1992,5207.5,26156.0,591.0,17.09
Argentina,Rice,1992,5207.5,26156.0,591.0,17.51
Argentina,Rice,1993,4355.9,26156.0,591.0,17.32
Argentina,Rice,1993,4355.9,26156.0,591.0,17.53
Argentina,Rice,1994,4298.9,30195.0,591.0,18.17
Argentina,Rice,1994,4298.9,30195.0,591.0,18.31
Argentina,Rice,1995,5030.6,37842.0,591.0,17.74
Argentina,Rice,1995,5030.6,37842.0,591.0,17.62
Argentina,Rice,1996,5103.1,54595.0,591.0,17.64
Argentina,Rice,1996,5103.1,54595.0,591.0,17.97
Argentina,Rice,1997,5370.3,77691.0,591.0,18.29
Argentina,Rice,1997,5370.3,77691.0,591.0,18.54
Argentina,Rice,1998,4776.2,62397.0,591.0,17.23
Argentina,Rice,1998,4776.2,62397.0,591.0,17.52
Argentina,Rice,1999,5733.7,73293.04,591.0,17.15
Argentina,Rice,1999,5733.7,73293.04,591.0,17.71
Argentina,Rice,2000,4779.8,84189.08,591.0,16.98
Argentina,Rice,2000,4779.8,84189.08,591.0,17.66
Argentina,Rice,2001,5749.5,95085.12,591.0,17.71
Argentina,Rice,2001,5749.5,95085.12,591.0,18.42
Argentina,Rice,2002,5719.7,105981.16,591.0,17.58
Argentina,Rice,2002,5719.7,105981.16,591.0,18.07
Argentina,Rice,2004,6266.1,127773.24,591.0,17.67
Argentina,Rice,2004,6266.1,127773.24,591.0,18.11
Argentina,Rice,2005,6016.5,138669.28,591.0,17.32
Argentina,Rice,2005,6016.5,138669.28,591.0,17.83
Argentina,Rice,2006,7061.0,149565.32,591.0,18.1
Argentina,Rice,2006,7061.0,149565.32,591.0,18.35
Argentina,Rice,2007,6560.4,186790.19,591.0,16.71
Argentina,Rice,2007,6560.4,186790.19,591.0,17.14
Argentina,Rice,2008,6827.8,203369.34,591.0,17.71
Argentina,Rice,2008,6827.8,203369.34,591.0,18.39
Argentina,Rice,2009,6884.2,140094.8,591.0,18.16
Argentina,Rice,2009,6884.2,140094.8,591.0,18.09
Argentina,Rice,2010,5764.6,235739.1,591.0,17.33
Argentina,Rice,2010,5764.6,235739.1,591.0,17.84
Argentina,Rice,2011,6790.1,220610.04,591.0,17.58
Argentina,Rice,2011,6790.1,220610.04,591.0,17.93
Argentina,Rice,2012,6661.7,216308.7,591.0,18.18
Argentina,Rice,2012,6661.7,216308.7,591.0,18.43
Argentina,Rice,2013,6718.7,212007.35,591.0,16.45
Argentina,Rice,2013,6718.7,212007.35,591.0,16.88
Argentina,Sorghum,1990,2811.6,26156.0,591.0,17.46
Argentina,Sorghum,1990,2811.6,26156.0,591.0,17.67
Argentina,Sorghum,1991,3332.0,26156.0,591.0,17.64
Argentina,Sorghum,1991,3332.0,26156.0,591.0,17.86
Argentina,Sorghum,1992,3621.7,26156.0,591.0,17.09
Argentina,Sorghum,1992,3621.7,26156.0,591.0,17.51
Argentina,Sorghum,1993,3952.9,26156.0,591.0,17.32
Argentina,Sorghum,1993,3952.9,26156.0,591.0,17.53
Argentina,Sorghum,1994,3506.5,30195.0,591.0,18.17
Argentina,Sorghum,1994,3506.5,30195.0,591.0,18.31
Argentina,Sorghum,1995,3458.8,37842.0,591.0,17.74
Argentina,Sorghum,1995,3458.8,37842.0,591.0,17.62
Argentina,Sorghum,1996,3876.3,54595.0,591.0,17.64
Argentina,Sorghum,1996,3876.3,54595.0,591.0,17.97
Argentina,Sorghum,1997,3684.5,77691.0,591.0,18.29
Argentina,Sorghum,1997,3684.5,77691.0,591.0,18.54
Argentina,Sorghum,1998,4810.5,62397.0,591.0,17.23
Argentina,Sorghum,1998,4810.5,62397.0,591.0,17.52
Argentina,Sorghum,1999,4384.5,73293.04,591.0,17.15
Argentina,Sorghum,1999,4384.5,73293.04,591.0,17.71
Argentina,Sorghum,2000,4647.7,84189.08,591.0,16.98
Argentina,Sorghum,2000,4647.7,84189.08,591.0,17.66
Argentina,Sorghum,2001,4742.9,95085.12,591.0,17.71
Argentina,Sorghum,2001,4742.9,95085.12,591.0,18.42
Argentina,Sorghum,2002,5269.1,105981.16,591.0,17.58
Argentina,Sorghum,2002,5269.1,105981.16,591.0,18.07
Argentina,Sorghum,2004,4553.1,127773.24,591.0,17.67
Argentina,Sorghum,2004,4553.1,127773.24,591.0,18.11
Argentina,Sorghum,2005,5187.2,138669.28,591.0,17.32
Argentina,Sorghum,2005,5187.2,138669.28,591.0,17.83
Argentina,Sorghum,2006,4677.8,149565.32,591.0,18.1
Argentina,Sorghum,2006,4677.8,149565.32,591.0,18.35
Argentina,Sorghum,2007,4702.1,186790.19,591.0,16.71
Argentina,Sorghum,2007,4702.1,186790.19,591.0,17.14
Argentina,Sorghum,2008,4747.4,203369.34,591.0,17.71
Argentina,Sorghum,2008,4747.4,203369.34,591.0,18.39
Argentina,Sorghum,2009,3875.2,140094.8,591.0,18.16
Argentina,Sorghum,2009,3875.2,140094.8,591.0,18.09
Argentina,Sorghum,2010,4816.3,235739.1,591.0,17.33
Argentina,Sorghum,2010,4816.3,235739.1,591.0,17.84
Argentina,Sorghum,2011,4402.9,220610.04,591.0,17.58
Argentina,Sorghum,2011,4402.9,220610.04,591.0,17.93
Argentina,Sorghum,2012,4653.4,216308.7,591.0,18.18
Argentina,Sorghum,2012,4653.4,216308.7,591.0,18.43
Argentina,Sorghum,2013,4085.2,212007.35,591.0,16.45
Argentina,Sorghum,2013,4085.2,212007.35,591.0,16.88
Argentina,Soya beans,1990,2156.6,26156.0,591.0,17.46
Argentina,Soya beans,1990,2156.6,26156.0,591.0,17.67
Argentina,Soya beans,1991,2275.0,26156.0,591.0,17.64
Argentina,Soya beans,1991,2275.0,26156.0,591.0,17.86
Argentina,Soya beans,1992,2291.5,26156.0,591.0,17.09
Argentina,Soya beans,1992,2291.5,26156.0,591.0,17.51
Argentina,Soya beans,1993,2158.9,26156.0,591.0,17.32
Argentina,Soya beans,1993,2158.9,26156.0,591.0,17.53
Argentina,Soya beans,1994,2038.6,30195.0,591.0,18.17
Argentina,Soya beans,1994,2038.6,30195.0,591.0,18.31
Argentina,Soya beans,1995,2044.6,37842.0,591.0,17.74
Argentina,Soya beans,1995,2044.6,37842.0,591.0,17.62
Argentina,Soya beans,1996,2105.1,54595.0,591.0,17.64
Argentina,Soya beans,1996,2105.1,54595.0,591.0,17.97
Argentina,Soya beans,1997,1721.2,77691.0,591.0,18.29
Argentina,Soya beans,1997,1721.2,77691.0,591.0,18.54
Argentina,Soya beans,1998,2693.7,62397.0,591.0,17.23
Argentina,Soya beans,1998,2693.7,62397.0,591.0,17.52
Argentina,Soya beans,1999,2445.0,73293.04,591.0,17.15
Argentina,Soya beans,1999,2445.0,73293.04,591.0,17.71
Argentina,Soya beans,2000,2331.2,84189.08,591.0,16.98
Argentina,Soya beans,2000,2331.2,84189.08,591.0,17.66
Argentina,Soya beans,2001,2584.6,95085.12,591.0,17.71
Argentina,Soya beans,2001,2584.6,95085.12,591.0,18.42
Argentina,Soya beans,2002,2630.4,105981.16,591.0,17.58
Argentina,Soya beans,2002,2630.4,105981.16,591.0,18.07
Argentina,Soya beans,2004,2207.5,127773.24,591.0,17.67
Argentina,Soya beans,2004,2207.5,127773.24,591.0,18.11
Argentina,Soya beans,2005,2728.7,138669.28,591.0,17.32
Argentina,Soya beans,2005,2728.7,138669.28,591.0,17.83
Argentina,Soya beans,2006,2679.3,149565.32,591.0,18.1
Argentina,Soya beans,2006,2679.3,149565.32,591.0,18.35
Argentina,Soya beans,2007,2971.2,186790.19,591.0,16.71
Argentina,Soya beans,2007,2971.2,186790.19,591.0,17.14
Argentina,Soya beans,2008,2821.6,203369.34,591.0,17.71
Argentina,Soya beans,2008,2821.6,203369.34,591.0,18.39
Argentina,Soya beans,2009,1848.0,140094.8,591.0,18.16
Argentina,Soya beans,2009,1848.0,140094.8,591.0,18.09
Argentina,Soya beans,2010,2905.3,235739.1,591.0,17.33
Argentina,Soya beans,2010,2905.3,235739.1,591.0,17.84
Argentina,Soya beans,2011,2605.3,220610.04,591.0,17.58
Argentina,Soya beans,2011,2605.3,220610.04,591.0,17.93
Argentina,Soya beans,2012,2281.4,216308.7,591.0,18.18
Argentina,Soya beans,2012,2281.4,216308.7,591.0,18.43
Argentina,Soya beans,2013,2539.1,212007.35,591.0,16.45
Argentina,Soya beans,2013,2539.1,212007.35,591.0,16.88
Argentina,Wheat,1990,1894.7,26156.0,591.0,17.46
Argentina,Wheat,1990,1894.7,26156.0,591.0,17.67
Argentina,Wheat,1991,1897.2,26156.0,591.0,17.64
